title,price,image_urls
Women Floral Printed Cardigan Pocket Casual Summer Loose Top Fit Long Blouse,1200,"https://ke.jumia.is/y2hw2gJ3Lpf0rISFuSA2NL7O18s=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/53/29475/1.jpg?7303"
Woman Fashion Letters Arrow Printing Crewneck Baseball Tee T-Shirt Top,1355,"https://ke.jumia.is/v79HmE_Lrz-d7Avt14Q7DcmqQys=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/94/02975/1.jpg?8544"
Summer NEW LADIES Letters T-Shirt SHORT SLEEVE CROP VEST T-SHIRTS Blouse,1152,"https://ke.jumia.is/LloQ7AkU486btSvwZQUeJ5XKw64=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/89/91675/1.jpg?0396"
Hkuna MaTata Summer Womens T-Shirts Sleeveless Slim Fit O Neck Tank Tops Blouse,1192,"https://ke.jumia.is/PE6kRWE56szOHEVsC3A5_AjCbKE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/71/39475/1.jpg?7320"
Tanson Women Fashion Splicing T-shirt V-neck Irregular Hem Casual Short Sleeve Summer Tops Fuchsia,2305,"https://ke.jumia.is/ncQup4NNq1EktGY-xs1SoeCHoHI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/36/77523/1.jpg?7480"
Woman Fashion Jumper Calm Bright Letters Printing Baseball Tee T-Shirt Top,2384,"https://ke.jumia.is/INUyZ3PJyqBXeDoTobtZV6gcJDc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/48/91975/1.jpg?8535"
Women SUNDAY FUNDAY Letter Printed Football Helmet Long Sleeve T-Shirt,2300,"https://ke.jumia.is/w8d4LG-yOH3oQ9u3djgn-pxalqg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/88/10975/1.jpg?7983"
Summer Women Lady Lace Hollow Out Splicing Tank Tops Vest Blouse L Black,3200,"https://ke.jumia.is/RCVO5cr3yt19aY42bsqSCdRDa_c=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/47/19475/1.jpg?7291"
Solid Tassel T-Shirt Crewneck O Neck Tassels Casual Top T-Shirt Grey Black Color,599,"https://ke.jumia.is/DjL-D8yglIFGkP4l40OC_R_-wbM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/69/50975/1.jpg?8153"
Fashion Summer Women No One Likes A Shady Beach Tee Casual Shirt Blouse,799,"https://ke.jumia.is/ib0K-prkxMyM_2aWBYKkbec0MKE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/05/03675/1.jpg?0993"
Women Lady Fashion Color Block Asymmetric Hollow Out Slim Vest Top T-shirt,842,"https://ke.jumia.is/YIhZhpYvEouNQfavyTGRXehT51I=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/84/31675/1.jpg?0863"
Plus Size Women Cardigan Floral Long Sleeve Tops Fit Casual Pocket Blouse Tee,1203,"https://ke.jumia.is/PzvQCfcHlUNVAX4as1T0QRICS_8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/24/85475/1.jpg?4286"
LET'S GET BLITZENED Women Fashion Christmas Reindeer Print T-Shirt Top,1999,"https://ke.jumia.is/Ve3SYMwkwDuV8v0ht6NwNY0DK-c=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/33/91975/1.jpg?8528"
Women Lady Fashion Sexy Sleeveless Lace Hollow Out Tank Tops Vest T-Shirt Blouse,851,"https://ke.jumia.is/ui74xyCEgSuWGZjbh98TTlJtNpc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/76/17575/1.jpg?9121"
Plus Size Square Neck Lace Up T-shirt - Light Sea Green,1701,"https://ke.jumia.is/A9nVKBSRx4mXIon5zCp5Y52mJN8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/94/50135/1.jpg?9902"
Tanson New Arrival Summer Fashion Ladies Cross Sling Strapless Casual Tops Sexy T-shirt Blouse,836,"https://ke.jumia.is/IwiOGp76ztYRnuLSrTPTrw-cukw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/89/88233/1.jpg?1146"
2018 New Fashion Woven Strapless Off Shoulder Blouse Solid Color Top Black,1672,"https://ke.jumia.is/g2uC5BYxy1kRG0G6vXzw3a5FFZE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/27/04313/1.jpg?4641"
Women Lace Casual Hollow Short Sleeve Crew Neck Basic Blouse T-Shirt Tops Tee,764,"https://ke.jumia.is/Rvbsj77cGpxAM5Z8rDjOKGWM9OE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/32/60975/1.jpg?8157"
Casual Women Pure Color Loose Elastic Waist Split Wide Leg Solid Pants (Light Green),1600,"https://ke.jumia.is/VoTHUhwhtZHsKEMpTtE-luB71tQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/81/23294/1.jpg?2767"
ComfortableHot Women Fashion Running Sport Yoga Pants Sexy Tight Mesh Leggings Stretch Trousers,1651,"https://ke.jumia.is/TuTuifOtx0R56cllN0zqkz37_Vw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/57/26854/1.jpg?3842"
Plus Size Stretchy Pockets Skinny Pants,3368,"https://ke.jumia.is/5WDAS0k_2mg2iY-6T2KHNOGXjb4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/89/00982/1.jpg?0114"
High Waist Loose Women Pants Palazzo Wide Leg Pants Solid Pattern Plus Size Pants Ninth Zipper Palazzo Pants Plus Size Push Up Trouser（China Size）,3476,"https://ke.jumia.is/ZRf5JzWF4bXtCO-62PPDfnY9cQY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/67/61055/1.jpg?0998"
Checkered Multicolored Official Pants.,1338,"https://ke.jumia.is/Fc5lf3LKYltPMqka6w99lUOCkqY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/53/46625/1.jpg?9140"
MEILEIYA Women Short Denim Pant Night Club Party Jean Denim Pant Blue & Green,1912,"https://ke.jumia.is/KV_5mBsnYHYwsdlmkBMxqasY5ao=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/69/52625/1.jpg?2518"
Women's Trousers Fashion Holes Skinny Thin Feet High Waist Stretch Jeans-black,1153,"https://ke.jumia.is/hvXDvJtNufeyfqYjLluqr9NMQus=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/89/11325/1.jpg?9597"
large size women's High-rise Slim Jeans New Hole Jeans Feet Trousers Pencil Pants-black,1649,"https://ke.jumia.is/yUvR6yCupBcdHrBfF6k5_zDBFZQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/32/91125/1.jpg?5496"
"Autumn Winter Ladies Long Sleeves Hedging Lattice Pattern Loose Long Print Dress Women Casual Dress, Size: M(Green)",2699,"https://ke.jumia.is/H6yyuQl-wrPGJqHyzsdk9OxGkZw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/59/17025/1.jpg?4141"
"Women Fashion Sexy Simple Style Sleeveless Short Dress, Size: XXXXXL(Red)",3599,"https://ke.jumia.is/HMFU__-CzjtL-2xMTdBdAqTueQY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/42/73675/1.jpg?6969"
"Women Velvet Bandage Sexy Fashion Bind Straps Evening Party Dress, S(Pink)",2370,"https://ke.jumia.is/YZXMs5-XTpxC0GCEcnsyDKGE3l4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/51/73675/1.jpg?6967"
"2018 Spring and Summer Style Female Sleeveless Printed Pencil Skirts Sexy One-step Skirt Dress, Size: 2XL(Blue)",1799,"https://ke.jumia.is/oVkQNSziYkz5XqPenjoUT36p-6E=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/38/27025/1.jpg?4243"
"Women Fashion Sexy Simple Style Sleeveless Short Dress, Size: M(White)",1928,"https://ke.jumia.is/a4u6RR2qotp1b3cFSB7vl_4RUgw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/55/79675/1.jpg?8305"
"Women Fashion Sexy Simple Style Sleeveless Short Dress, Size: XXL(Navy Blue)",5297,"https://ke.jumia.is/KDaAS7B3hJLR2rOPxIYmuzNas74=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/26/94675/1.jpg?7253"
"2018 Women Elegant High Waist Retro Large Pendulum Printing Flower Pattern Floral Skirt, Size: L(Green)",5684,"https://ke.jumia.is/gB2pOqVtD__olGRnJ5CA4jtByN4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/38/87025/1.jpg?4392"
"2018 Product Blue Rose Pattern Butterfly Knot Retro Dress Little Black Dress, Size: XL(Blue)",2844,"https://ke.jumia.is/E-KBqytu4dQ_AUoWVDNf9QUGU5A=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/96/57025/1.jpg?4314"
"Latest Fashion Women Green Printing Flower Pattern Short Sleeves Sexy Long Skirt Dress, Size��XL",4063,"https://ke.jumia.is/36zTCpDzmAIUY11lzqW64qH1-yw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/12/57025/1.jpg?4302"
"Spring Autumn Ladies Long Sleeves Hedging Irregular Diamond Shape Printing Pattern Waist Belt Short Dress Women Casual Dress, Size: L(Dark Blue)",2088,"https://ke.jumia.is/cstuILUv5uVySyIDX_hQhfVVv7E=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/47/27025/1.jpg?4241"
"Female European and American High-end Sexy Deep V Neck Middle Sleeve Zipper Long Dresses, Size: M (White)",2983,"https://ke.jumia.is/_aJ3xfV6MT-P9eBHKshWRk9AP5k=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/35/44675/1.jpg?7137"
Women American Flag Stars Printed Trousers Vintage Striped Loose Wide Leg Pants,2699,"https://ke.jumia.is/zGsVtkH8_nZcz8V-yHfSpAVg-hE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/60/86175/1.jpg?8316"
"2018 Product Print Flower Pattern Dress Beach Dress, Size: S",4099,"https://ke.jumia.is/3apHWiLo-6K5VJ4_MpajKsRkNrk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/16/67025/1.jpg?4335"
"2018 Spring Style Female Sleeveless Retro Dress Lemon Pattern Printed Expansion Skirt, Size: 2XL(White)",2199,"https://ke.jumia.is/eNMTWD3D9KVwe6ZoyNG07OYzr2s=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/72/27025/1.jpg?4147"
"Winter Fashion Hedging Keep Warm Women Knitted Sweater Round Neck Long-sleeved Short Dress, Size: S(Dark Blue)",3299,"https://ke.jumia.is/w716gH72D7FHNP0bXj8WITlTTlI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/65/96025/1.jpg?3911"
Women's Ankle Length Pancil Pants (Black),4399,"https://ke.jumia.is/6GqpQMBVaL-xaIDltPPZRJV_mRM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/28/04905/1.jpg?3128"
Shinning Metallic Mermaid Scales Pattern Legging (Gold),6599,"https://ke.jumia.is/6S9I7Yr6TiQtt7m3kowbqA6M0mc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/93/52905/1.jpg?1443"
Women's Fashion Great Elastic Soft Stretchy Skinny Tights Leggings Pencil Pants-Blue,3199,"https://ke.jumia.is/sXFU1RuIijGRAGyXjtSm6-LGS7U=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/69/11905/1.jpg?0894"
YOINS Women New High Fashion Clothing Casual Self-tie White Pant Top,1677,"https://ke.jumia.is/5his8WGpb4FcVwAletVRQW7hXgc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/52/29284/1.jpg?2412"
Mens Stretch Pintunck Slim Denim Biker Jeans (Grey),4799,"https://ke.jumia.is/lqQ7MGPjHqX48GTdtMBl0hwm8_0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/41/29705/1.jpg?0870"
"Woman Lace 3/4 Sleeve Sexy Bodycon Backless Figure Hugging Peplum Dress Black, Size: 2XL",2199,"https://ke.jumia.is/TpcQ1vn6LxzwvEk-aXpUUwRVBr0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/94/67025/1.jpg?4333"
"Woman Sleeveless Retro Sailor Collar Rose Pattern A Line Belted Tank Dress Black, Size: S",3299,"https://ke.jumia.is/gZKVobeBQJgDmnZ1M7q15lmcYSs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/51/67025/1.jpg?4326"
"Summer Ladies Sleeveless Hedging Folk-custom Printing Pattern Short Dress Women Casual Dress, Size: S(Magenta)",2199,"https://ke.jumia.is/PUhXBRiCb79r4ExlHYyAt4KhSpM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/61/17025/1.jpg?4013"
Women's Slim Straight Dress Pants (Grey),3299,"https://ke.jumia.is/gapUSk4UEXAK-P_XRrbtNC5BTeQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/44/34905/1.jpg?3155"
Candy Color Fashionable Front Ripped Leggings (Black),1699,"https://ke.jumia.is/p9U3xDuEee7hz3GmUzMkDw01lps=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/55/52905/1.jpg?1444"
Mens Stretch Pintunck Slim Denim Biker Jeans (Khaki),2599,"https://ke.jumia.is/0vyI1F8qUDmchi_dHXKRDDAT3b8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/61/29705/1.jpg?0870"
"Female European and American V Neck Lace Printed Dress Graceful Slim Pencil Skirts One-step Skirt, Size: XL (Red)",2699,"https://ke.jumia.is/v30Zsz0JbcGG3viUdmQmvoL_weg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/33/73675/1.jpg?6971"
Women American Flag Stars Printed Trousers Vintage Striped Loose Wide Leg Pants,4099,"https://ke.jumia.is/AAwOdxQQW8aRuq6MuYzvbGCXFBU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/86/85275/1.jpg?3588"
"2018 Product Red Rose Pattern Butterfly Knot Retro Dress Little Black Dress, Size: XL(Red)",3099,"https://ke.jumia.is/XS4d8HZWuEeQgx2a3p5JQ2_NdFc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/95/57025/1.jpg?4312"
"2018 Spring and Summer Female Retro Hepburn Style Single-breasted with Waist Belt Sleeveless Printed Dress, Size: XL(Red)",4699,"https://ke.jumia.is/paNihqXvrR8-gAS4PGylWV6Qgik=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/32/37025/1.jpg?4255"
"Woman Summer Bird Flower Print A Line Vintage Flared Midi Skirt Blue, Size: M",2299,"https://ke.jumia.is/H0q9_WNihQIHUt8m7m8mBfKiqLo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/37/17025/1.jpg?4135"
Womens Comfy Chic Boho Palazzo Gaucho Lounge Pant (Khaki),3499,"https://ke.jumia.is/R5CcMSwmtx8-n3aJJfEPMdidu2c=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/53/62905/1.jpg?1451"
New Women's Shorts Loose Waist Belt Casual Hot Pants Running Pants,3530,"https://ke.jumia.is/LpJwP5O2ZcNj-8BKJKreV6WHq-k=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/91/57574/1.jpg?3096"
Indigo Curvy-Fit Pull On Skinny Jeans,809,"https://ke.jumia.is/ECsA6l1VW7KiAyXIgbCmCr4qFeU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/82/5652/1.jpg?5726"
Checkered Multicolored Official Pants,880,"https://ke.jumia.is/AQVV65cst3QHI3uA6hintYxgT0s=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/34/03725/1.jpg?1250"
Tanson Women Boho High Waist Wide Leg Pants Summer Femme Loose Beach Long Casual Harem Pants Lace Palazzo Dance Trousers Black,2199,"https://ke.jumia.is/UsqofdJvTzM45IMNNHoVma0CwiU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/21/26394/1.jpg?5124"
Women Plus Size High Waist Stretchy Lightweight Breathable Full Length Leggings ( Grey ),2270,"https://ke.jumia.is/oCFHpTuKfle_WBuG-QUh_mn8JwE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/28/88301/1.jpg?5213"
Black Women Casual Slim Vintage Denim Blue Black Jeans Stretch Skinny Female High Waist Elastic Pants Plus Size Women Jeans Pants（China Size）,2270,"https://ke.jumia.is/7iVw8YGQ3KglKYvffSDkjgyA4cs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/73/71055/1.jpg?1017"
Hequeen Women Yoga Tights Pants Female Outdoor Sports Running Fitness Net Yarn Stitching Quick Drying Trousers Blue,5700,"https://ke.jumia.is/GSC6NDmWisQA4rCrRqLN5Tx3mx8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/94/59645/1.jpg?6089"
SpringCasual Pants - Black,978,"https://ke.jumia.is/sB4i4ap9PAdMfvruNwTy-znvyuI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/90/50135/1.jpg?9884"
Mermaid Shiny Dotted Dragon Fish Scale Leggings Fashion Open Bright Color-Purple,1956,"https://ke.jumia.is/gFwJdN50UvXZgPc86nxC5YCEXDE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/56/43394/1.jpg?9557"
Brown Leopard Print Womens Pants,1272,"https://ke.jumia.is/OgWv64SZPt8M6L5qgy7v8UHc8jc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/35/9395/1.jpg?1348"
Women's Straight Jeans High Waist Pure Color Solid Denim Pants Female Classic Skinny Legs Jeans（China Size）,1273,"https://ke.jumia.is/7lzmoJI0NosuYH0Y5PIyOSI0aTE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/29/91055/1.jpg?1084"
MEILEIYA Women Denim Short Pants Night Club Party Slim Low Waist Jean Pant-Black,1696,"https://ke.jumia.is/YBUuW3j2ykNdlTi5KxQWH9xdM7E=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/84/54394/1.jpg?9913"
Great Autumn And Winter Women New Fashion Sexy Slim Striped High Waist Pants Casual Side Pockets Skinny Leggings Elastic Waist Pants Plus Size S-XXXXL,1697,"https://ke.jumia.is/PakjWQN_5Xg4AiW2ZHP0YzByXL4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/03/66914/1.jpg?5884"
Big Size Running Yoga Pants Fitness Tight Ninth Pant Mention Hip Skinny Leggings,2799,"https://ke.jumia.is/APG6ANm54SSKeRgFA_dXV5gPlZI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/95/23635/1.jpg?7532"
Women's Jeans New Hole Wash High Waist Denim Shorts,3732,"https://ke.jumia.is/l03hp2QasfZoIV55i93Nsca68qI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/35/51225/1.jpg?4383"
Great New Sexy Women Two Piece Outfits Halter Bandage Long Sleeve Tops + Bodycon Pants Leggings-Green,841,"https://ke.jumia.is/V8ydBttkOW8Bo7FKQY48XDCvPTE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/41/48914/1.jpg?8474"
Hequeen Women Sport Leggings Elastic Trousers Tight Running Pants Stylish Geometric Printing Trousers,861,"https://ke.jumia.is/fqiQRa5la6xlP989AmZ615oQXv4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/94/96455/1.jpg?1280"
"Women Fashion Europe and America Short Sleeved Loose Chiffon Strapless Dress, Size: 3XL(Black)",1682,"https://ke.jumia.is/sNFcIjEQWQmpA8ehaL7SBaHbZMM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/29/07675/1.jpg?7727"
"Style Female Fashion Slim High-waisted A-line Skirt Swirl Printed Pattern Digital Tie-dyed Expansion Skirt, Size: L / XL",1721,"https://ke.jumia.is/aMQkjFQOS4jKUB_3tWzmQA1P9J0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/50/04675/1.jpg?7032"
"European Style Female Printed Dress Retro Rose Pattern High-waisted A-line Skirt, Size: XL(Purple)",1400,"https://ke.jumia.is/XDB3bRNDadRgH56GAn2GxSTXa3E=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/25/27025/1.jpg?4152"
"Women Solid Color Elegant Dress Sexy Loose Formal Evening Party Dresses Long Sleeve Asymmetrical Robe, 2XL(Purple)",1500,"https://ke.jumia.is/CEJIZs7Y_9X45rEjzpbDUbAM5Lw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/23/93675/1.jpg?7014"
"Women Sequins Extravagant Style Short Sleeve Long Skirt Bridesmaid Dress, Size: L",1750,"https://ke.jumia.is/ukReRBxOfBqBxMx02kV1nUqDVTA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/52/67025/1.jpg?4328"
"2018 Spring Style Female Sleeveless Retro Dress Lemon Pattern Printed Expansion Skirt, Size: L(Black)",1875,"https://ke.jumia.is/XYiXHA7bzieX3vlGyjCaKmxiwlQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/59/27025/1.jpg?4246"
"2018 European and American Female Flowers Printed Long Dress Expansion Skirt with Pocket, Size: M(Black)",812,"https://ke.jumia.is/QhwvhQUGnQ7aD8bSAVLc96nC88c=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/67/07025/1.jpg?4003"
"Women Summer Elegant Flower Print Casual Vintage Bohemian Beach Dress, L",2021,"https://ke.jumia.is/cpavosz1HZ7unDWF4NTizKM-sC8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/89/44675/1.jpg?7148"
"Spring Autumn Ladies Seven Points Sleeves Hedging Folk-custom Printing Pattern Short Dress Women Casual Dress, Size: XL(Lake Blue)",800,"https://ke.jumia.is/y37xolYxJCVe5aIafSdTlbxo8VY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/95/27025/1.jpg?4237"
"2018 Spring Style Female Sleeveless Retro Dress Lemon Pattern Printed Expansion Skirt, Size: XL(Black)",1999,"https://ke.jumia.is/hRUQL4T3nZ6nM8fLy_Vwuj7Pf5Y=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/92/27025/1.jpg?4147"
"Women Blue Printing Flower Pattern Three-quarter Sleeves Sexy Long Skirt Dress, Size��M",2999,"https://ke.jumia.is/MaHBEnxKgPR-GxCaTL6Y3Ga-rjA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/75/97025/1.jpg?4416"
"Women Sequins Extravagant Style Short Sleeve Long Skirt Bridesmaid Dress, Size: S",3999,"https://ke.jumia.is/Jq7QUbiVUucmX2K8cRYJoV10ltY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/13/67025/1.jpg?4329"
"Christmas Cartoon Elk Printing Pattern Long Sleeves Gauze Dress, Size: L",1200,"https://ke.jumia.is/9-Bf2nLY3EK35rn8c5eAkK1Q8OY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/83/47025/1.jpg?4280"
"Women Fashion Sexy Loose Style Sandy Beach Braces Long Dress with Pocket, Size:M(Navy Blue)",1573,"https://ke.jumia.is/QoRq8q7MNiXngUJP7jJyq6DIrr0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/68/17025/1.jpg?4138"
"Women Fashion Sexy Loose Large Style Long Sleeve Dress with Pocket, Size: S(Wine Red)",3500,"https://ke.jumia.is/RQ9ECQRXhUh0kAUGGpOTWGPk9vA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/62/17025/1.jpg?4121"
Women Fake Two Pieces Classic Crop Washed Holes Unretreated Tassel Hem Casual Jeans Pants - Blue,4619,"https://ke.jumia.is/W6R0-YRMutHBT4i23woxUWLtTZE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/09/47994/1.jpg?8719"
Elastic Waist Solid Colir Loose-Fittng Women's Harem Pants - RED,1994,"https://ke.jumia.is/7I0ivga71EeBzaVYGpdGVtPkjTs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/49/27403/1.jpg?7242"
Sexy Women Summer Pants Sports Gym Workout Drawstring Skinny Yoga Running Shorts-Blue+White,2848,"https://ke.jumia.is/oLiIlB9rj4iZuJk36dqSv7yLrWA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/73/33825/1.jpg?4829"
"2018 Women Elegant High Waist Retro Large Pendulum Printing Flower Pattern Floral Skirt, Size: L(Black)",3617,"https://ke.jumia.is/fmKJSkMXBkIZFVGbQ1PCc9eK4MY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/97/87025/1.jpg?4392"
"European Style Female Printed Dress Retro Rose Pattern High-waisted A-line Skirt, Size: M(Purple)",5167,"https://ke.jumia.is/1bu3ZM9p0sOyC4fa85BnlvrslqA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/39/27025/1.jpg?4246"
Women Baggy Harem Hip-Hop Dance Capri Pants Striped Flared Wide Leg Trousers-Zebra,1595,"https://ke.jumia.is/c-Eh-JqIAPpf7zg7KpqEJDt0HsQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/15/08805/1.jpg?9870"
2pcs/Set Slanted Collar Side-Shoulder Strapless Casual Sexy Tops + Matching Pants Suit Color: Sapphire,2278,"https://ke.jumia.is/mmiiFYNznOls9dp9gUjJZS0g2fI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/50/27484/1.jpg?5834"
Black Real Picture Women Jeans Elastic Rough Jeans Trousers Autumn New Irregular Feet Pants Fashion （China Size）,2899,"https://ke.jumia.is/v449M10VRZdQzo_62ddsW7RuTe4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/11/91055/1.jpg?1057"
MEILEIYA Charming Design Summer Women Short Denim Pant Night Club Jean Pants,3865,"https://ke.jumia.is/dUwJ-Rvi-RKc2qqDvmIfYIE4g-c=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/06/42625/1.jpg?2511"
Sport Running Breathable Women Underwear High Waist Trainer Body Shaper-Black,1217,"https://ke.jumia.is/pUpK_BGalXeqjjjYtPsaXumdgIs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/45/14394/1.jpg?9844"
Womens High Waist Plain Palazzo Wide Leg Flared Trousers OL Pants Plus Size Brown,1761,"https://ke.jumia.is/sbrciv7dAzrIgDRY9tsOnJWxLSo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/18/38284/1.jpg?2175"
Stylish Leggings Cute Cartoon Printed Leggings Women's Workout Sexy Slim Pant,3551,"https://ke.jumia.is/3gS913mvobqfSNXLknSRDwoGZHg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/38/01625/1.jpg?1105"
